Timestamp,VSet,VMon,IMon,ChStatus
13_51_26,0.0,0.0549999997019767,0.0780000016093254,3
13_51_27,0.5,0.3880000114440918,0.0780000016093254,3
13_51_28,1.0,0.8740000128746033,0.0529999993741512,3
13_51_29,1.5,1.406999945640564,0.0230000000447034,3
13_51_30,2.0,1.906000018119812,0.0130000002682209,3
13_51_30,2.5,2.4040000438690186,0.0140000004321336,3
13_51_31,3.0,2.9040000438690186,0.0130000002682209,3
13_51_32,3.5,3.400000095367432,0.0140000004321336,3
13_51_33,4.0,3.901000022888184,0.0149999996647238,3
13_51_34,4.5,4.39900016784668,0.0149999996647238,3
13_51_34,5.0,4.895999908447266,0.0149999996647238,3
13_51_35,5.5,5.394000053405762,0.0149999996647238,3
13_51_36,6.0,5.894999980926514,0.0170000009238719,3
13_51_37,6.5,6.390999794006348,0.0170000009238719,3
13_51_38,7.0,6.88700008392334,0.0170000009238719,3
13_51_38,7.5,7.383999824523926,0.0170000009238719,3
13_51_39,8.0,7.883999824523926,0.0170000009238719,3
13_51_40,8.5,8.378999710083008,0.0179999992251396,3
13_51_41,9.0,8.878000259399414,0.0170000009238719,3
13_51_42,9.5,9.375,0.0179999992251396,3
13_51_42,10.0,9.87399959564209,0.0170000009238719,3
13_51_43,10.5,10.369999885559082,0.0179999992251396,3
13_51_44,11.0,10.869000434875488,0.0170000009238719,3
13_51_45,11.5,11.368000030517578,0.0179999992251396,3
13_51_46,12.0,11.864999771118164,0.0179999992251396,3
13_51_46,12.5,12.36400032043457,0.0179999992251396,3
13_51_47,13.0,12.86400032043457,0.0199999995529651,3
13_51_48,13.5,13.362000465393066,0.0199999995529651,3
13_51_49,14.0,13.861000061035156,0.0179999992251396,3
13_51_50,14.5,14.357999801635742,0.0179999992251396,3
13_51_50,15.0,14.857999801635742,0.0179999992251396,3
13_51_51,15.5,15.354000091552734,0.0189999993890523,3
13_51_52,16.0,15.854999542236328,0.0179999992251396,3
13_51_53,16.5,16.35300064086914,0.0189999993890523,3
13_51_54,17.0,16.854000091552734,0.0199999995529651,3
13_51_54,17.5,17.35099983215332,0.0199999995529651,3
13_51_55,18.0,17.85099983215332,0.0189999993890523,3
