Timestamp,VSet,VMon,IMon,ChStatus
15_37_40,-0.0,-0.0419999994337558,0.101000003516674,3
15_37_42,-0.5,-0.5799999833106995,0.0089999996125698,3
15_37_43,-1.0,-0.912999987602234,0.0930000022053718,3
15_37_43,-1.5,-1.4019999504089355,0.0590000003576278,3
15_37_44,-2.0,-1.906000018119812,0.0120000001043081,3
15_37_45,-2.5,-2.4019999504089355,0.0350000001490116,3
15_37_46,-3.0,-2.9019999504089355,0.0199999995529651,3
15_37_47,-3.5,-3.3989999294281006,0.0240000002086162,3
15_37_47,-4.0,-3.8989999294281006,0.0240000002086162,3
15_37_48,-4.5,-4.394999980926514,0.0230000000447034,3
15_37_49,-5.0,-4.894999980926514,0.0219999998807907,3
15_37_50,-5.5,-5.392000198364258,0.0209999997168779,3
15_37_51,-6.0,-5.892000198364258,0.0240000002086162,3
15_37_51,-6.5,-6.388000011444092,0.0240000002086162,3
15_37_52,-7.0,-6.88700008392334,0.0260000005364418,3
15_37_53,-7.5,-7.382999897003174,0.025000000372529,3
15_37_54,-8.0,-7.88100004196167,0.0240000002086162,3
15_37_55,-8.5,-8.378000259399414,0.025000000372529,3
15_37_55,-9.0,-8.87600040435791,0.0230000000447034,3
15_37_56,-9.5,-9.371999740600586,0.0219999998807907,3
15_37_57,-10.0,-9.87399959564209,0.0219999998807907,3
15_37_58,-10.5,-10.369000434875488,0.0219999998807907,3
15_37_59,-11.0,-10.868000030517578,0.0219999998807907,3
15_37_59,-11.5,-11.364999771118164,0.0199999995529651,3
15_38_00,-12.0,-11.864999771118164,0.0209999997168779,3
15_38_01,-12.5,-12.36400032043457,0.0199999995529651,3
15_38_02,-13.0,-12.86400032043457,0.0199999995529651,3
15_38_03,-13.5,-13.361000061035156,0.0199999995529651,3
15_38_03,-14.0,-13.861000061035156,0.0209999997168779,3
15_38_04,-14.5,-14.357000350952148,0.0199999995529651,3
15_38_05,-15.0,-14.857999801635742,0.0199999995529651,3
15_38_06,-15.5,-15.354000091552734,0.0160000007599592,3
15_38_07,-16.0,-15.854999542236328,0.0179999992251396,3
15_38_07,-16.5,-16.35300064086914,0.0140000004321336,3
15_38_08,-17.0,-16.85300064086914,0.0140000004321336,3
15_38_09,-17.5,-17.35099983215332,0.0120000001043081,3
15_38_10,-18.0,-17.85099983215332,0.0130000002682209,3
15_38_11,-18.5,-18.349000930786133,0.0130000002682209,3
15_38_11,-19.0,-18.850000381469727,0.0099999997764825,3
15_38_12,-19.5,-19.347999572753903,0.0099999997764825,3
15_38_13,-20.0,-19.847999572753903,0.0070000002160668,3
15_38_14,-20.5,-20.34600067138672,0.0070000002160668,3
15_38_15,-21.0,-20.84600067138672,0.006000000052154,3
15_38_15,-21.5,-21.3439998626709,0.0049999998882412,3
15_38_16,-22.0,-21.847000122070312,0.0040000001899898,3
15_38_17,-22.5,-22.3439998626709,0.003000000026077,3
15_38_18,-23.0,-22.84499931335449,0.003000000026077,3
15_38_19,-23.5,-23.343000411987305,0.0010000000474974,3
15_38_19,-24.0,-23.843000411987305,0.0010000000474974,3
15_38_20,-24.5,-24.34199905395508,0.0,3
15_38_21,-25.0,-24.84000015258789,0.0020000000949949,3
15_38_22,-25.5,-25.33699989318848,0.0,3
15_38_23,-26.0,-25.83799934387207,0.0010000000474974,3
15_38_23,-26.5,-26.336000442504883,0.0049999998882412,3
15_38_24,-27.0,-26.834999084472656,0.0070000002160668,3
15_38_25,-27.5,-27.332000732421875,0.0109999999403953,3
15_38_26,-28.0,-27.833999633789062,0.0120000001043081,3
15_38_27,-28.5,-28.332000732421875,0.0149999996647238,3
15_38_27,-29.0,-28.83099937438965,0.0140000004321336,3
15_38_28,-29.5,-29.327999114990234,0.0170000009238719,3
15_38_29,-30.0,-29.83099937438965,0.0189999993890523,3
15_38_30,-30.5,-30.327999114990234,0.0219999998807907,3
15_38_31,-31.0,-30.83099937438965,0.0240000002086162,3
15_38_31,-31.5,-31.327999114990234,0.0280000008642673,3
15_38_32,-32.0,-31.82999992370605,0.0309999994933605,3
15_38_33,-32.5,-32.33100128173828,0.0359999984502792,3
15_38_34,-33.0,-32.83100128173828,0.0399999991059303,3
15_38_35,-33.5,-33.33000183105469,0.0460000000894069,3
15_38_35,-34.0,-33.83100128173828,0.0579999983310699,3
15_38_36,-34.5,-34.327999114990234,0.0689999982714653,3
15_38_37,-35.0,-34.82899856567383,0.0829999968409538,3
15_38_38,-35.5,-35.323001861572266,0.0949999988079071,3
15_38_39,-36.0,-35.82500076293945,0.1070000007748603,3
15_38_39,-36.5,-36.32699966430664,0.1190000027418136,3
15_38_40,-37.0,-36.82400131225586,0.1379999965429306,3
15_38_41,-37.5,-37.32500076293945,0.1609999984502792,3
